Data Consegna,Cluster,Zona Consegna,Veicolo,Numero Clienti,Distanza Stimata (km),Percorso Ottimo,Tempo Totale Stimato (min),Tempo Guida Stimato (min)
2027-09-18,outlier,Zona X,V2027-09-18_Coutlier_N1,6,179.34,"[580315, 15597, 587789, 405243, 406029, 402902]",329,269
2027-09-21,1_0,Zona B1,V2027-09-21_C1_0_N1,7,29.59,"[587355, 401918, 584059, 402118, 587849, 404639, 401065]",114,44
2027-09-24,0_1,Zona A2,V2027-09-24_C0_1_N1,4,107.87,"[401949, 402685, 577372, 575723]",202,162
2027-09-25,1_0,Zona B1,V2027-09-25_C1_0_N1,7,37.38,"[405451, 587551, 405059, 584885, 588234, 585840, 401200]",126,56
2027-09-27,0_1,Zona A2,V2027-09-27_C0_1_N1,6,106.27,"[402919, 405031, 578624, 585394, 406043, 14643]",219,159
2027-09-28,0_0,Zona A1,V2027-09-28_C0_0_N1,7,110.55,"[557772, 557420, 557846, 587017, 557120, 553497, 578480]",236,166
2027-09-29,1_0,Zona B1,V2027-09-29_C1_0_N1,8,49.08,"[13570, 405871, 582157, 15082, 405499, 580048, 585560, 584243]",154,74
2027-09-29,1_0,Zona B1,V2027-09-29_C1_0_N2,3,24.85,"[585083, 587084, 585375]",67,37
2027-10-05,2,Zona C,V2027-10-05_C2_N1,7,148.08,"[583736, 585041, 583838, 403786, 582104, 405988, 582168]",292,222
2027-10-10,0_0,Zona A1,V2027-10-10_C0_0_N1,8,122.34,"[557817, 555146, 553948, 554228, 557387, 557026, 557588, 557276]",264,184
2027-10-10,0_0,Zona A1,V2027-10-10_C0_0_N2,4,94.02,"[585200, 558371, 584670, 587369]",181,141
2027-10-10,1_0,Zona B1,V2027-10-10_C1_0_N1,8,62.08,"[402296, 13394, 15565, 580318, 16100, 12813, 586334, 558127]",173,93
2027-10-10,1_0,Zona B1,V2027-10-10_C1_0_N2,3,34.91,"[585984, 404768, 583740]",82,52
2027-10-12,1_0,Zona B1,V2027-10-12_C1_0_N1,3,28.81,"[584353, 577823, 587035]",73,43
2027-10-13,1_0,Zona B1,V2027-10-13_C1_0_N1,4,40.26,"[587452, 400986, 587650, 401692]",100,60
2027-10-16,1_0,Zona B1,V2027-10-16_C1_0_N1,6,37.11,"[15431, 583167, 585340, 406239, 401615, 557679]",116,56
2027-10-17,1_0,Zona B1,V2027-10-17_C1_0_N1,6,48.88,"[400637, 17466, 587676, 405394, 13802, 587983]",133,73
2027-10-17,0_1,Zona A2,V2027-10-17_C0_1_N1,8,138.3,"[575799, 405940, 406321, 405440, 406140, 404543, 583047, 400393]",287,207
2027-10-17,0_1,Zona A2,V2027-10-17_C0_1_N2,4,125.17,"[588303, 581257, 587517, 577965]",228,188
2027-10-19,0_0,Zona A1,V2027-10-19_C0_0_N1,8,101.97,"[557459, 557844, 588362, 557674, 558403, 557819, 558106, 557610]",233,153
2027-10-19,2,Zona C,V2027-10-19_C2_N1,6,114.38,"[576261, 581799, 405980, 582678, 406273, 403963]",232,172
2027-10-22,1_0,Zona B1,V2027-10-22_C1_0_N1,7,89.36,"[404276, 587398, 400993, 15046, 580188, 402587, 558205]",204,134
2027-10-29,1_0,Zona B1,V2027-10-29_C1_0_N1,8,27.96,"[586240, 586529, 587799, 586733, 400944, 406271, 583451, 402498]",122,42
2027-11-03,1_0,Zona B1,V2027-11-03_C1_0_N1,5,44.66,"[575510, 578388, 577874, 405812, 576527]",117,67
2027-11-04,1_0,Zona B1,V2027-11-04_C1_0_N1,8,48.76,"[405804, 11284, 586898, 403252, 17195, 403511, 405012, 587325]",153,73
2027-11-08,0_1,Zona A2,V2027-11-08_C0_1_N1,8,122.65,"[10871, 401427, 400751, 401240, 13341, 400741, 12562, 10500]",264,184
2027-11-08,0_1,Zona A2,V2027-11-08_C0_1_N2,6,141.57,"[588380, 585933, 577531, 586294, 404567, 405945]",272,212
2027-11-14,1_0,Zona B1,V2027-11-14_C1_0_N1,7,24.53,"[587045, 403209, 584344, 400474, 15778, 406477, 584363]",107,37
2027-11-15,1_0,Zona B1,V2027-11-15_C1_0_N1,3,23.98,"[584504, 401045, 585821]",66,36
2027-11-16,1_0,Zona B1,V2027-11-16_C1_0_N1,5,25.56,"[400356, 404659, 586663, 585381, 584896]",88,38
2027-11-21,1_0,Zona B1,V2027-11-21_C1_0_N1,7,30.15,"[404862, 404411, 401074, 403720, 579970, 584948, 400486]",115,45
2027-11-22,1_0,Zona B1,V2027-11-22_C1_0_N1,6,17.6,"[15262, 12172, 405670, 584818, 404426, 12740]",86,26
2027-11-25,0_1,Zona A2,V2027-11-25_C0_1_N1,8,137.53,"[400768, 404601, 406428, 405919, 404734, 584593, 585798, 587132]",286,206
2027-11-27,0_1,Zona A2,V2027-11-27_C0_1_N1,5,139.43,"[402841, 586878, 405523, 584127, 16656]",259,209
2027-11-28,1_0,Zona B1,V2027-11-28_C1_0_N1,8,42.44,"[14233, 585473, 584565, 587134, 406085, 400498, 405943, 557690]",144,64
2027-11-28,1_0,Zona B1,V2027-11-28_C1_0_N2,3,54.37,"[586776, 406287, 587790]",112,82
2027-12-12,0_3,Zona A4,V2027-12-12_C0_3_N1,8,119.99,"[550777, 580443, 557997, 557327, 557525, 557190, 587418, 557439]",260,180
2027-12-12,0_3,Zona A4,V2027-12-12_C0_3_N2,3,91.04,"[557797, 585701, 576512]",167,137
2027-12-23,0_0,Zona A1,V2027-12-23_C0_0_N1,8,124.31,"[557802, 557417, 558175, 580512, 557442, 555339, 558229, 582954]",266,186
2027-12-23,0_0,Zona A1,V2027-12-23_C0_0_N2,6,118.12,"[586591, 586854, 584147, 581727, 588445, 586674]",237,177
2027-12-26,0_1,Zona A2,V2027-12-26_C0_1_N1,9,153.4,"[579979, 404980, 584716, 402377, 16331, 405656, 405404, 12992, 583539]",320,230
2027-12-29,0_1,Zona A2,V2027-12-29_C0_1_N1,6,139.23,"[405941, 585206, 404196, 577372, 575723, 15428]",269,209
2028-01-05,0_0,Zona A1,V2028-01-05_C0_0_N1,9,110.42,"[586937, 557441, 576660, 587654, 557216, 557446, 557030, 557181, 557804]",256,166
2028-01-06,1_0,Zona B1,V2028-01-06_C1_0_N1,8,111.95,"[14771, 585017, 405040, 405723, 404191, 401533, 577452, 402750]",248,168
2028-01-06,1_0,Zona B1,V2028-01-06_C1_0_N2,5,83.58,"[582766, 584622, 578750, 586938, 585603]",175,125
2028-01-11,1_0,Zona B1,V2028-01-11_C1_0_N1,7,32.42,"[15587, 588835, 406256, 14342, 577856, 585046, 586251]",119,49
2028-01-16,1_0,Zona B1,V2028-01-16_C1_0_N1,5,22.81,"[401076, 405059, 587084, 578565, 16362]",84,34
2028-01-17,1_0,Zona B1,V2028-01-17_C1_0_N1,4,23.93,"[13571, 404808, 585840, 401200]",76,36
2028-01-18,0_0,Zona A1,V2028-01-18_C0_0_N1,9,121.05,"[557994, 557846, 557384, 557247, 558187, 585011, 557571, 553130, 580041]",272,182
2028-01-23,1_0,Zona B1,V2028-01-23_C1_0_N1,7,53.54,"[587775, 405546, 404768, 588234, 585375, 579802, 583740]",150,80
2028-01-25,0_0,Zona A1,V2028-01-25_C0_0_N1,8,103.7,"[553948, 557420, 557026, 555932, 584670, 580265, 587369, 557714]",236,156
2028-01-25,0_1,Zona A2,V2028-01-25_C0_1_N1,8,127.92,"[401949, 12875, 403192, 402353, 402249, 16881, 585979, 401489]",272,192
2028-01-25,0_1,Zona A2,V2028-01-25_C0_1_N2,5,117.87,"[404081, 403423, 577965, 587480, 405466]",227,177
2028-01-28,1_0,Zona B1,V2028-01-28_C1_0_N1,9,79.75,"[585403, 402296, 403662, 17466, 585984, 588041, 406239, 580318, 557679]",210,120
2028-02-01,1_0,Zona B1,V2028-02-01_C1_0_N1,10,43.22,"[587705, 13570, 403042, 584353, 587398, 11770, 582157, 16100, 584885, 405789]",165,65
2028-02-22,1_0,Zona B1,V2028-02-22_C1_0_N1,6,33.19,"[404276, 582775, 13394, 586898, 15046, 587035]",110,50
2028-02-23,1_0,Zona B1,V2028-02-23_C1_0_N1,8,63.55,"[577823, 583176, 13520, 586314, 401065, 401692, 577727, 587983]",175,95
2028-02-28,1_0,Zona B1,V2028-02-28_C1_0_N1,7,40.95,"[403234, 405871, 403511, 587849, 585381, 402498, 585560]",131,61
2028-02-29,1_1,Zona B2,V2028-02-29_C1_1_N1,6,75.53,"[582743, 402413, 585079, 404153, 405132, 584446]",173,113
2028-03-04,0_0,Zona A1,V2028-03-04_C0_0_N1,9,113.33,"[580509, 585190, 557914, 581190, 557469, 553497, 584840, 554071, 557753]",260,170
2028-03-05,1_0,Zona B1,V2028-03-05_C1_0_N1,9,87.07,"[586529, 584344, 400944, 401045, 16582, 400986, 16734, 404441, 402587]",221,131
2028-03-09,1_0,Zona B1,V2028-03-09_C1_0_N1,4,13.23,"[404411, 579970, 404650, 400474]",60,20
2028-03-16,1_0,Zona B1,V2028-03-16_C1_0_N1,6,47.63,"[11617, 402118, 403720, 405812, 406287, 558127]",131,71
2028-03-20,1_0,Zona B1,V2028-03-20_C1_0_N1,8,30.84,"[400637, 12740, 15082, 400498, 400356, 405337, 12079, 400486]",126,46
2028-03-20,1_0,Zona B1,V2028-03-20_C1_0_N2,4,23.05,"[583167, 578388, 400993, 401437]",75,35
2028-03-22,0_1,Zona A2,V2028-03-22_C0_1_N1,8,131.78,"[401427, 401059, 402685, 400751, 403905, 406140, 402832, 10500]",278,198
2028-03-22,0_1,Zona A2,V2028-03-22_C0_1_N2,3,125.93,"[585919, 404543, 406321]",219,189
2028-05-01,1_0,Zona B1,V2028-05-01_C1_0_N1,8,44.19,"[15587, 403209, 582766, 584504, 401918, 13944, 13802, 587650]",146,66
2028-05-01,1_0,Zona B1,V2028-05-01_C1_0_N2,8,43.69,"[405804, 405059, 406085, 577874, 404191, 586251, 578649, 584363]",146,66
2028-05-01,1_0,Zona B1,V2028-05-01_C1_0_N3,4,25.77,"[603830, 587551, 587296, 586714]",79,39
2028-05-05,0_3,Zona A4,V2028-05-05_C0_3_N1,5,105.41,"[550777, 584697, 587862, 557227, 555220]",208,158
2028-05-08,0_0,Zona A1,V2028-05-08_C0_0_N1,8,114.25,"[553948, 557441, 557117, 557442, 555339, 557181, 581727, 557476]",251,171
2028-05-08,0_0,Zona A1,V2028-05-08_C0_0_N2,3,93.46,"[557846, 577070, 583315]",170,140
2028-05-14,1_0,Zona B1,V2028-05-14_C1_0_N1,8,78.95,"[401076, 575510, 406271, 585375, 580048, 401200, 582645, 583740]",198,118
2028-05-14,1_0,Zona B1,V2028-05-14_C1_0_N2,4,36.83,"[587045, 587134, 585840, 586938]",95,55
2028-05-18,1_0,Zona B1,V2028-05-18_C1_0_N1,8,55.74,"[402296, 584353, 585017, 580318, 403706, 588234, 585046, 403794]",164,84
2028-05-18,1_0,Zona B1,V2028-05-18_C1_0_N2,3,32.47,"[588835, 585984, 585821]",79,49
2028-05-26,0_0,Zona A1,V2028-05-26_C0_0_N1,8,111.53,"[557034, 557994, 557970, 557518, 584670, 552331, 557276, 557804]",247,167
2028-05-26,0_0,Zona A1,V2028-05-26_C0_0_N2,3,95.82,"[558273, 587369, 558229]",174,144
2028-05-29,1_0,Zona B1,V2028-05-29_C1_0_N1,6,44.89,"[584565, 16100, 404659, 586663, 584948, 402750]",127,67
2028-06-01,0_0,Zona A1,V2028-06-01_C0_0_N1,8,109.03,"[557459, 557440, 557420, 587654, 557068, 557674, 558106, 558301]",244,164
2028-06-01,0_0,Zona A1,V2028-06-01_C0_0_N2,4,98.36,"[558187, 580041, 577316, 586674]",188,148
2028-06-02,1_0,Zona B1,V2028-06-02_C1_0_N1,6,39.64,"[587775, 401118, 405546, 405723, 586334, 587790]",119,59
2028-06-15,1_0,Zona B1,V2028-06-15_C1_0_N1,8,41.8,"[13570, 13571, 12172, 14771, 583213, 14342, 10604, 401533]",143,63
2028-06-15,1_0,Zona B1,V2028-06-15_C1_0_N2,9,58.68,"[585403, 405040, 405670, 585340, 582157, 584885, 15046, 405943, 585603]",178,88
2028-07-03,1_0,Zona B1,V2028-07-03_C1_0_N1,8,49.56,"[400474, 403511, 403720, 15745, 13394, 584622, 402498, 401692]",154,74
2028-07-03,1_0,Zona B1,V2028-07-03_C1_0_N2,6,46.95,"[586529, 577856, 577823, 587035, 584243, 587983]",130,70
2028-07-11,0_3,Zona A4,V2028-07-11_C0_3_N1,7,117.8,"[553783, 558275, 577712, 576512, 585040, 557513, 558274]",247,177
2028-07-20,0_1,Zona A2,V2028-07-20_C0_1_N1,8,133.1,"[403423, 15428, 400741, 12578, 404734, 402106, 12992, 12875]",280,200
2028-07-20,0_1,Zona A2,V2028-07-20_C0_1_N2,4,130.26,"[585394, 582563, 587480, 586294]",235,195
2028-07-29,1_0,Zona B1,V2028-07-29_C1_0_N1,8,39.27,"[582775, 400356, 404808, 400986, 400486, 405789, 401065, 585560]",139,59
2028-07-29,1_0,Zona B1,V2028-07-29_C1_0_N2,4,49.36,"[405871, 578388, 405812, 557690]",114,74
2028-07-30,1_1,Zona B2,V2028-07-30_C1_1_N1,9,101.24,"[13600, 582743, 588110, 403810, 405132, 582562, 584446, 557487, 557638]",242,152
2028-08-02,0_1,Zona A2,V2028-08-02_C0_1_N1,7,164.01,"[14643, 401040, 403281, 400751, 401486, 10500, 10953]",316,246
2028-08-08,1_1,Zona B2,V2028-08-08_C1_1_N1,6,88.07,"[578110, 402413, 16185, 17786, 584086, 584887]",192,132
2028-08-10,0_1,Zona A2,V2028-08-10_C0_1_N1,9,151.88,"[401427, 585798, 406321, 402353, 402354, 576851, 16881, 406043, 401489]",318,228
2028-08-16,0_0,Zona A1,V2028-08-16_C0_0_N1,7,109.27,"[587016, 576202, 580509, 554228, 588445, 557610, 555436]",234,164
2028-08-21,1_0,Zona B1,V2028-08-21_C1_0_N1,8,45.41,"[400637, 10515, 400993, 579802, 403445, 578649, 577727, 558127]",148,68
2028-08-21,1_0,Zona B1,V2028-08-21_C1_0_N2,7,40.45,"[583167, 585477, 586714, 588041, 583176, 584896, 587325]",131,61
2028-09-04,1_0,Zona B1,V2028-09-04_C1_0_N1,6,48.24,"[403234, 580188, 11770, 587296, 16582, 404441]",132,72
2028-09-05,1_0,Zona B1,V2028-09-05_C1_0_N1,6,32.67,"[586240, 14233, 404426, 404650, 587676, 576527]",109,49
2028-09-11,0_3,Zona A4,V2028-09-11_C0_3_N1,7,111.27,"[584978, 557348, 586650, 585701, 557332, 557439, 557945]",237,167
2028-09-11,1_0,Zona B1,V2028-09-11_C1_0_N1,8,55.86,"[587799, 401076, 13944, 402118, 15082, 405012, 13520, 586938]",164,84
2028-09-11,1_0,Zona B1,V2028-09-11_C1_0_N2,3,17.28,"[587705, 603830, 406477]",56,26
2028-09-28,0_0,Zona A1,V2028-09-28_C0_0_N1,8,91.45,"[558125, 557441, 557994, 558072, 557420, 557387, 557442, 555339]",217,137
2028-09-28,0_0,Zona A1,V2028-09-28_C0_0_N2,3,89.79,"[581727, 586580, 558432]",165,135
2028-09-28,1_0,Zona B1,V2028-09-28_C1_0_N1,9,70.94,"[588835, 585017, 586314, 585046, 12813, 406085, 15778, 16734, 582645]",196,106
2028-10-21,1_0,Zona B1,V2028-10-21_C1_0_N1,10,77.47,"[13570, 585403, 584363, 584504, 582157, 584885, 403706, 12079, 401437, 402750]",216,116
2028-10-26,0_0,Zona A1,V2028-10-26_C0_0_N1,5,75.72,"[555146, 585200, 587654, 558401, 554160]",164,114
2028-10-30,1_0,Zona B1,V2028-10-30_C1_0_N1,6,25.99,"[405804, 13571, 11617, 587134, 405723, 13802]",99,39
2028-11-14,1_0,Zona B1,V2028-11-14_C1_0_N1,10,53.19,"[587045, 586529, 401118, 584913, 577874, 14342, 13394, 587035, 584243, 587983]",180,80
2028-11-15,0_0,Zona A1,V2028-11-15_C0_0_N1,7,120.54,"[557440, 557216, 557247, 583315, 557571, 557714, 585190]",251,181
2028-11-16,1_0,Zona B1,V2028-11-16_C1_0_N1,7,39.31,"[14771, 400944, 575510, 577823, 401093, 587650, 401692]",129,59
2028-11-22,0_3,Zona A4,V2028-11-22_C0_3_N1,9,117.72,"[557190, 557879, 557460, 555220, 557672, 558172, 557107, 555421, 557534]",267,177
2028-11-30,0_1,Zona A2,V2028-11-30_C0_1_N1,8,135.21,"[575871, 584127, 585979, 404068, 12562, 403192, 402249, 402841]",283,203
2028-11-30,1_0,Zona B1,V2028-11-30_C1_0_N1,8,70.75,"[584565, 401918, 406271, 405040, 584948, 10604, 401533, 402587]",186,106
2028-11-30,1_0,Zona B1,V2028-11-30_C1_0_N2,3,48.97,"[587551, 585821, 585603]",103,73
2028-12-12,1_0,Zona B1,V2028-12-12_C1_0_N1,6,44.43,"[583213, 404659, 400356, 586663, 405812, 587790]",127,67
2029-01-12,0_1,Zona A2,V2029-01-12_C0_1_N1,8,137.45,"[10871, 584593, 406321, 405919, 587480, 401040, 403423, 406043]",286,206
2029-02-12,0_0,Zona A1,V2029-02-12_C0_0_N1,9,127.34,"[551241, 557844, 557442, 555339, 557030, 581727, 557476, 585011, 555436]",281,191
2029-03-26,0_1,Zona A2,V2029-03-26_C0_1_N1,8,138.33,"[400768, 585919, 16656, 404081, 402685, 405404, 585206, 401220]",287,207
2029-05-03,1_0,Zona B1,V2029-05-03_C1_0_N1,6,39.03,"[405804, 14771, 405040, 586314, 13802, 16734]",119,59
2029-06-02,1_0,Zona B1,V2029-06-02_C1_0_N1,9,41.73,"[584565, 583213, 575510, 584948, 585560, 401065, 10604, 585821, 587650]",153,63
2029-06-18,1_0,Zona B1,V2029-06-18_C1_0_N1,8,19.46,"[14233, 11617, 403662, 406271, 400993, 584913, 577856, 584622]",109,29
2029-06-18,1_0,Zona B1,V2029-06-18_C1_0_N2,3,29.78,"[587551, 586663, 587790]",75,45
2029-07-06,1_0,Zona B1,V2029-07-06_C1_0_N1,8,80.91,"[400637, 12172, 401918, 401093, 15745, 16362, 558127, 580188]",201,121
2029-07-06,1_0,Zona B1,V2029-07-06_C1_0_N2,4,35.53,"[586240, 583167, 587849, 576527]",93,53
2029-08-17,0_0,Zona A1,V2029-08-17_C0_0_N1,7,112.23,"[557417, 557117, 586854, 558432, 555436, 558106, 585011]",238,168
2029-09-15,0_0,Zona A1,V2029-09-15_C0_0_N1,5,107.02,"[558354, 557387, 554160, 558229, 577070]",211,161
2029-09-17,1_0,Zona B1,V2029-09-17_C1_0_N1,9,37.12,"[403209, 403234, 584363, 584504, 405337, 585038, 12813, 588041, 578565]",146,56
2029-09-22,0_1,Zona A2,V2029-09-22_C0_1_N1,9,175.31,"[16881, 581139, 15428, 585919, 402685, 402353, 12992, 401220, 404980]",353,263
